anime_id	name	genre	type	episodes
1399	Macross 7 Encore	Action, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen	OVA	3
1400	Macross 7 Movie: Ginga ga Ore wo Yondeiru!	Action, Adventure, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen	Movie	1
1398	Macross Dynamite 7	Adventure, Comedy, Mecha, Sci-Fi, Shounen	OVA	4
1504	Macross Flash Back 2012	Drama, Mecha, Military, Sci-Fi	OVA	1
1262	Macross II: Lovers Again	Adventure, Mecha, Military, Sci-Fi, Shounen, Space	OVA	6
474	Macross Plus	Drama, Mecha, Military, Romance, Sci-Fi, Space	OVA	4
1211	Macross Plus Movie Edition	Action, Adventure, Mecha, Military, Romance, Sci-Fi, Space	Movie	1
194	Macross Zero	Adventure, Mecha, Military, Sci-Fi, Shounen	OVA	5
1089	Macross: Do You Remember Love?	Action, Mecha, Military, Music, Romance, Sci-Fi, Space	Movie	1
252	Madlax	Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural	TV	26
1495	Maetel Legend	Drama, Sci-Fi, Space	OVA	2
435	Magic Knight Rayearth	Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo	TV	20
1563	Magic Knight Rayearth II	Adventure, Drama, Fantasy, Magic, Mecha, Romance, Shoujo	TV	29
349	Magical Canan	Drama, Fantasy, Magic, Supernatural	TV	13
952	Magical Nyan Nyan Taruto	Comedy, Magic	TV	12
576	Magikano	Comedy, Fantasy, Harem, Magic, Romance, Shounen	TV	13
519	Mahoraba: Heartful days	Comedy, Drama, Romance, Shounen	TV	26
277	Mahoromatic 2	Comedy, Drama, Ecchi, Military, Romance, Sci-Fi	TV	14
632	Mahoromatic End Year Special	Comedy, Ecchi, Military, Romance, Sci-Fi	Special	1
631	Mahoromatic Summer Special	Comedy, Ecchi, Romance, Sci-Fi	Special	1
276	Mahoromatic: Automatic Maiden	Comedy, Ecchi, Military, Romance, Sci-Fi	TV	12
1990	Mahou Gakuen Lunar! Aoi Ryuu no Himitsu	Comedy, Fantasy, Magic	Movie	1
1949	Mahou no Chocolate	Drama, Romance	OVA	1
518	Mahou no Princess Minky Momo	Magic, Shoujo	TV	63
604	Mahou no Stage Fancy Lala	Comedy, Drama, Magic, Music, Romance, Shoujo	TV	26
157	Mahou Sensei Negima!	Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural	TV	26
1164	Mahou Senshi Louie	Adventure, Comedy, Fantasy, Magic, Shounen	TV	24
76	Mahou Shoujo Lyrical Nanoha	Action, Comedy, Drama, Magic, Super Power	TV	13
77	"Mahou Shoujo Lyrical Nanoha A&#039;s"	Action, Comedy, Drama, Magic, Super Power	TV	13
1915	Mahou Shoujo Lyrical Nanoha StrikerS	Action, Comedy, Drama, Magic, Super Power	TV	26
1918	Mahou Shoujo Pretty Sammy	Comedy, Fantasy, Magic, Parody	OVA	3
1502	Mahou Shoujo Pretty Sammy (1996)	Comedy, Fantasy, Magic, Parody, Seinen	TV	26
1503	Mahou Shoujo Pretty Sammy Specials	Adventure, Comedy, Fantasy, Magic, Parody, Seinen	Special	7
872	Mahou Shoujo-tai Arusu	Adventure, Comedy, Fantasy, Magic	TV	40
331	Mahoujin Guru Guru	Adventure, Comedy, Fantasy, Magic, Shounen	TV	45
796	Mahoujin Guru Guru Movie	Adventure, Comedy, Fantasy, Magic, Shounen	Movie	1
273	Mahoutsukai ni Taisetsu na Koto	Drama, Magic, Shounen, Slice of Life	TV	12
630	Mahoutsukai Tai!	Comedy, Magic, Romance, Sci-Fi	TV	13
629	Mahoutsukai Tai! OVA	Comedy, Fantasy, Magic, Romance, Sci-Fi	OVA	6
98	Mai-HiME	Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai	TV	26
673	Mai-HiME Specials	Comedy	Special	27
99	Mai-Otome	Comedy, Drama, Fantasy, Magic	TV	26
1659	Mai-Otome Specials	Comedy, Drama, Fantasy, Magic	Special	9
1609	Mai-Otome Zwei	Action, Magic	OVA	4
1453	Maison Ikkoku	Comedy, Drama, Romance, Slice of Life	TV	96
512	Majo no Takkyuubin	Adventure, Comedy, Drama, Fantasy, Magic, Romance	Movie	1
627	Major S1	Comedy, Drama, Shounen, Sports	TV	26
558	Major S2	Comedy, Drama, Shounen, Sports	TV	26
1842	Major S3	Drama, Shounen, Sports	TV	26
1017	Majutsushi Orphen	Action, Adventure, Comedy, Demons, Fantasy, Magic	TV	24
1018	Majutsushi Orphen: Revenge	Adventure, Comedy, Fantasy, Magic, Shounen	TV	23
1708	Majuu Sensen: The Apocalypse	Action, Fantasy	TV	13
860	Makai Senki Disgaea	Action, Comedy, Demons, Fantasy, Magic	TV	12
1360	Makai Tenshi Djibril	Hentai	OVA	4
1455	Makai Tenshou	Action, Historical, Samurai, Supernatural	OVA	2
499	Makai Toshi Shinjuku	Adventure, Horror, Romance, Shounen, Supernatural	OVA	1
1355	Makyuu Senjou	Action, Sci-Fi	OVA	2
1499	MaMa	Hentai	OVA	2
333	Mama wa Shougaku 4 Nensei	Comedy, Drama, Sci-Fi	TV	51
1280	Mamono Hunter Youko	Comedy, Fantasy, Horror, Magic, Supernatural	OVA	6
1588	Mamoru-kun ni Megami no Shukufuku wo!	Comedy, Romance, School	TV	24
626	Mamotte Shugogetten!	Comedy, Fantasy, Magic, Romance, Shounen	TV	22
1509	Mamotte! Lollipop	Adventure, Comedy, Magic, Romance, Shoujo	TV	13
1951	Manie-Manie: Meikyuu Monogatari	Adventure, Fantasy, Horror, Sci-Fi, Supernatural	Movie	3
1628	Maou Dante	Action, Demons, Horror, Shounen, Supernatural	TV	13
1620	MAPS	Adventure, Comedy, Sci-Fi	OVA	4
1912	Marginal Prince: Gekkeiju no Ouji-tachi	Romance, School, Shounen Ai	TV	13
158	Maria-sama ga Miteru	Drama, Romance, Shoujo, Shoujo Ai, Slice of Life	TV	13
1729	Maria-sama ga Miteru 3rd	Drama, School, Shoujo Ai, Slice of Life	OVA	5
444	Maria-sama ga Miteru: Haru	Drama, Romance, School, Shoujo, Shoujo Ai	TV	13
334	Marmalade Boy	Comedy, Drama, Romance, Shoujo	TV	76
520	Marmalade Boy Movie	Romance, Shoujo	Movie	1
1899	Masou Kishin Cybuster	Adventure, Mecha, Sci-Fi, Shounen	TV	26
1617	Massugu ni Ikou.	Comedy, Josei, Romance, Slice of Life	TV	4
1483	Master Keaton	Adventure, Mystery	TV	24
1910	Master Keaton OVA	Adventure, Mystery	OVA	15
1805	Master Mosquiton	Action, Adventure, Comedy, Demons, Supernatural, Vampire	OVA	6
1806	Master Mosquiton 99	Action, Adventure, Comedy, Supernatural, Vampire	TV	26
1885	Master of Epic: The Animation Age	Comedy, Fantasy, Game	TV	12
1196	Masuda Kousuke Gekijou Gag Manga Biyori	Comedy, Parody	TV	12
335	Matantei Loki Ragnarok	Comedy, Magic, Mystery, Shounen, Supernatural	TV	26
1162	Maze☆Bakunetsu Jikuu	Adventure, Comedy, Fantasy, Mecha, Shounen	OVA	2
1161	Maze☆Bakunetsu Jikuu (TV)	Adventure, Comedy, Fantasy, Mecha, Shounen	TV	25
1064	Mazinkaiser	Adventure, Comedy, Mecha, Sci-Fi, Shounen	OVA	7
1286	MD Geist II: Death Force	Mecha, Military, Sci-Fi	OVA	1
1138	Medarot	Adventure, Comedy, Sci-Fi, Shounen	TV	52
888	Megami Kouhosei	Action, Mecha, Military, Sci-Fi, Space	TV	12
887	Megami Kouhosei Special Curriculum	Action, Mecha, Military, Sci-Fi, Space	OVA	1
1935	Megazone 23	Action, Mecha, Music, Mystery, Romance, Sci-Fi	OVA	4
1832	Meiou Project Zeorymer	Action, Drama, Mecha, Psychological, Sci-Fi	OVA	4
1972	Meitantei Holmes	Adventure, Comedy, Mystery	TV	26
1155	Melty Lancer	Adventure, Comedy, Sci-Fi, Space	OVA	6
1462	Memories	Drama, Horror, Psychological, Sci-Fi	Movie	3
361	Memories Off	Drama, Romance	OVA	3
1071	Memories Off #5 Togireta Film The Animation	Drama, Romance	OVA	1
362	Memories Off 2nd	Drama, Romance	OVA	3
363	Memories Off 3.5	Drama, Romance	OVA	4
1984	Memory	Mystery	Movie	1
620	Mermaid Forest	Drama, Fantasy, Horror, Mystery	TV	13
521	Mermaid Melody Pichi Pichi Pitch	Adventure, Comedy, Magic, Romance, Shoujo	TV	52
1110	Mermaid Melody Pichi Pichi Pitch Pure	Adventure, Comedy, Magic, Romance, Shoujo	TV	39
1175	Metal Fighter Miku	Comedy, Sci-Fi, Shounen, Sports	TV	13
522	Metropolis	Adventure, Drama, Police, Romance, Sci-Fi, Shounen	Movie	1
222	Mezzo DSA	Action, Adventure, Comedy, Mystery, Sci-Fi	TV	13
221	Mezzo Forte	Action, Comedy, Hentai, Sci-Fi	OVA	2
783	Miami Guns	Comedy, Ecchi, Police, Shounen	TV	13
1879	Midnight Eye: Gokuu	Action, Mystery, Sci-Fi, Seinen	OVA	1
1880	Midnight Eye: Gokuu II	Action, Adventure, Mystery, Sci-Fi, Seinen, Super Power	OVA	1
1763	Midnight Panther	Action, Adventure, Fantasy, Hentai	OVA	2
330	Midori no Hibi	Comedy, Drama, Ecchi, Romance, Shounen	TV	13
585	Mimi wo Sumaseba	Adventure, Drama, Fantasy, Romance, Slice of Life	Movie	1
875	Mind Game	Adventure, Comedy, Dementia, Psychological, Romance	Movie	1
302	Mirai Shounen Conan	Adventure, Drama, Sci-Fi	TV	26
1936	Misute♡naide Daisy	Comedy, Romance, Sci-Fi	TV	12
1838	Mitsu x Mitsu Drops	Drama, Romance, School, Shoujo	OVA	2
1038	Mizuiro	Hentai	OVA	2
1039	Mizuiro (2003)	Drama, Romance, Supernatural	OVA	2
1040	Mizuiro Jidai	Shoujo, Slice of Life	TV	47
96	Mobile Fighter G Gundam	Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports	TV	49
1288	Mobile Police Patlabor	Comedy, Mecha, Police, Sci-Fi	OVA	7
1096	Mobile Police Patlabor 2: The Movie	Drama, Mecha, Mystery, Police, Sci-Fi	Movie	1
324	Mobile Police Patlabor: On Television	Comedy, Mecha, Police, Sci-Fi	TV	47
1095	Mobile Police Patlabor: The Movie	Drama, Mecha, Military, Police	Movie	1
1289	Mobile Police Patlabor: The New Files	Comedy, Mecha, Police, Sci-Fi	OVA	16
1290	Mobile Police Patlabor: WXIII	Mecha, Police, Sci-Fi	Movie	1
80	Mobile Suit Gundam	Action, Mecha, Military, Sci-Fi, Space	TV	43
82	Mobile Suit Gundam 0080: War in the Pocket	Adventure, Drama, Mecha, Military, Sci-Fi, Space	OVA	6
84	Mobile Suit Gundam 0083: Stardust Memory	Adventure, Drama, Mecha, Military, Sci-Fi, Space	OVA	13
88	Mobile Suit Gundam F91	Drama, Mecha, Military, Sci-Fi, Space	Movie	1
1090	Mobile Suit Gundam I	Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space	Movie	1
1091	Mobile Suit Gundam II: Soldiers of Sorrow	Action, Drama, Mecha, Military, Sci-Fi, Space	Movie	1
1092	Mobile Suit Gundam III: Encounters in Space	Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space	Movie	1
1916	Mobile Suit Gundam MS IGLOO: Apocalypse 0079	Mecha, Military, Sci-Fi, Space	OVA	3
1917	Mobile Suit Gundam MS IGLOO: The Hidden One Year War	Mecha, Military, Sci-Fi, Space	OVA	3
93	Mobile Suit Gundam Seed	Action, Drama, Mecha, Military, Romance, Sci-Fi, Space	TV	50
1215	Mobile Suit Gundam Seed C.E.73: Stargazer	Mecha, Military, Sci-Fi, Space	ONA	3
94	Mobile Suit Gundam Seed Destiny	Action, Drama, Mecha, Military, Romance, Sci-Fi, Space	TV	50
1241	Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future	Drama, Mecha, Military, Sci-Fi, Space	OVA	1
864	Mobile Suit Gundam Seed MSV Astray	Mecha, Military, Sci-Fi, Shounen, Space	OVA	2
90	Mobile Suit Gundam Wing	Action, Drama, Mecha, Military, Sci-Fi, Space	TV	49
91	Mobile Suit Gundam Wing: Endless Waltz	Action, Drama, Mecha, Military, Sci-Fi, Space	OVA	3
86	Mobile Suit Gundam ZZ	Comedy, Drama, Mecha, Military, Sci-Fi, Space	TV	47
87	"Mobile Suit Gundam: Char&#039;s Counterattack"	Drama, Mecha, Military, Sci-Fi, Space	Movie	1
81	Mobile Suit Gundam: The 08th MS Team	Adventure, Drama, Mecha, Military, Romance, Sci-Fi	OVA	12
83	"Mobile Suit Gundam: The 08th MS Team - Miller&#039;s Report"	Drama, Mecha, Military, Romance, Sci-Fi	Movie	1
89	Mobile Suit Victory Gundam	Drama, Mecha, Military, Sci-Fi, Space	TV	51
85	Mobile Suit Zeta Gundam	Drama, Mecha, Military, Sci-Fi, Space	TV	50
1967	Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars	Drama, Mecha, Military, Sci-Fi, Space	Movie	1
1968	Mobile Suit Zeta Gundam: A New Translation II - Lovers	Drama, Mecha, Military, Romance, Sci-Fi, Space	Movie	1
1969	Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars	Drama, Mecha, Military, Sci-Fi, Space	Movie	1
625	Moekan The Animation	Comedy, Romance	OVA	3
571	Moldiver	Action, Comedy, Magic, Mecha, Romance, Sci-Fi	OVA	6
1188	Momoiro Sisters	Comedy, Slice of Life	TV	24
1139	Monkey Magic	Adventure, Fantasy, Kids	TV	13
164	Mononoke Hime	Action, Adventure, Fantasy	Movie	1
19	Monster	Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller	TV	74
1109	Monster Extra	Drama, Horror, Mystery, Seinen	Special	1
1469	Monster Farm: Enbanseki no Himitsu	Action, Adventure, Comedy, Fantasy	TV	48
1941	Moonlight Mile 1st Season: Lift Off	Adventure, Drama, Sci-Fi, Space	TV	12
1154	Mother: Saigo no Shoujo Eve	Adventure, Drama, Sci-Fi	Movie	1
352	Motto! Ojamajo Doremi	Comedy, Fantasy, Magic, Shoujo	TV	50
1580	Mouryou Senki Madara	Adventure, Demons, Shounen, Supernatural	OVA	2
624	Mouse	Action, Comedy, Ecchi, Harem, Shounen	TV	12
323	Mousou Dairinin	Drama, Mystery, Police, Psychological, Supernatural, Thriller	TV	13
545	Mousou Kagaku Series: Wandaba Style	Comedy, Sci-Fi	TV	12
593	Mugen no Ryvius	Drama, Mecha, Military, Psychological, Sci-Fi, Space	TV	26
709	Mujin Wakusei Survive	Action, Adventure, Fantasy, Sci-Fi, Slice of Life	TV	52
1174	Munto	Fantasy, Magic, Romance	OVA	1
1135	Munto: Toki no Kabe wo Koete	Action, Fantasy, Magic, Super Power	OVA	1
1696	Murder Princess	Action, Adventure, Fantasy	OVA	6
569	Musekinin Kanchou Tylor	Comedy, Military, Parody, Sci-Fi, Space	TV	26
1168	Musekinin Kanchou Tylor OVA	Adventure, Comedy, Drama, Military, Sci-Fi, Space	OVA	10
457	Mushishi	Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural	TV	26
1137	Mushrambo	Adventure, Drama, Fantasy, Sci-Fi, Shounen	TV	32
1059	Mutant Turtles: Choujin Densetsu-hen	Action, Adventure, Comedy, Sci-Fi, Super Power	OVA	2
1738	Muteki Kanban Musume	Action, Comedy, Martial Arts, Parody, Shounen	TV	12
1975	Mutekiou Tri-Zenon	Mecha, Sci-Fi	TV	22
340	Mutsu Enmei Ryuu Gaiden: Shura no Toki	Action, Historical, Martial Arts, Samurai, Shounen	TV	26
1722	Nagasarete Airantou	Comedy, Ecchi, Fantasy, Harem, Romance	TV	26
316	Nageki no Kenkou Yuuryouji	Comedy, Hentai, Yuri	OVA	3
1740	Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou	Action, Drama, Police, Seinen	TV	11
321	Najica Dengeki Sakusen	Action, Comedy, Ecchi, Sci-Fi	TV	12
1937	Nakoruru: Ano Hito kara no Okurimono	Drama, Fantasy, Historical, Supernatural	OVA	1
877	Nana	Comedy, Drama, Music, Romance, Shoujo, Slice of Life	TV	47
1869	Nana Recaps	Comedy, Drama, Music, Romance, Shoujo, Slice of Life	Special	3
776	Nanaka 6/17	Comedy, Drama, Romance, Shounen, Slice of Life	TV	12
816	Nanako Kaitai Shinsho	Comedy, Mecha, Military, Sci-Fi	OVA	6
749	Nanami-chan	Comedy, Kids	TV	12
1688	Nanatsu-iro★Drops	Magic, Romance, School	TV	12
840	Narue no Sekai	Comedy, Romance, Sci-Fi	TV	12
838	Narutaru: Mukuro Naru Hoshi Tama Taru Ko	Drama, Seinen, Thriller	TV	13
20	Naruto	Action, Comedy, Martial Arts, Shounen, Super Power	TV	220
442	Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!	Adventure, Comedy, Drama, Historical, Shounen, Supernatural	Movie	1
936	Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!	Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural	Movie	1
1074	Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen taikai Kaisai!!	Adventure, Comedy, Game, Shounen	OVA	1
761	Naruto: Akaki Yotsuba no Clover wo Sagase	Adventure, Comedy, Shounen	Special	1
1735	Naruto: Shippuuden	Action, Comedy, Martial Arts, Shounen, Super Power	TV	Unknown
594	Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!	Action, Adventure, Comedy, Shounen, Super Power	Special	1
1209	Nasu: Andalusia no Natsu	Action, Seinen, Sports	Movie	1
622	Natsu-iro no Sunadokei	Drama, Romance, Sci-Fi	OVA	2
1546	Negima!?	Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Supernatural	TV	26
1619	Negima!? Haru Special!?	Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power	OVA	1
1732	Negima!? Natsu Special!?	Comedy, Ecchi, Fantasy, Romance	OVA	1
597	Neko no Ongaeshi	Adventure, Drama, Fantasy	Movie	1
1062	Nekojiru Gekijou Jirujiru Original	Action, Comedy	TV	27
601	Nekojiru-sou	Comedy, Dementia, Psychological	OVA	1
1163	Neo Ranga	Adventure, Horror, Mecha	TV	48
30	Neon Genesis Evangelion	Action, Dementia, Drama, Mecha, Psychological, Sci-Fi	TV	26
31	"Neon Genesis Evangelion: Death &amp; Rebirth"	Drama, Mecha, Psychological, Sci-Fi	Movie	1
32	Neon Genesis Evangelion: The End of Evangelion	Dementia, Drama, Mecha, Psychological, Sci-Fi	Movie	1
1655	Nerima Daikon Brothers	Comedy, Music	TV	12
1075	Netrun-mon the Movie	Comedy	OVA	1
1152	New Dominion Tank Police	Comedy, Mecha, Police, Sci-Fi, Shounen	OVA	6
1210	NHK ni Youkoso!	Comedy, Drama, Psychological, Romance	TV	24
800	NieA Under 7	Comedy, Sci-Fi, Slice of Life	TV	13
1243	Night Head Genesis	Drama, Horror, Mystery, Psychological, Supernatural	TV	24
621	Night Walker: Mayonaka no Tantei	Action, Comedy, Horror, Mystery, Vampire	TV	12
1359	"Nikutai Ten&#039;i"	Hentai, Yuri	OVA	2
229	Ninin ga Shinobuden	Comedy, Martial Arts, Parody	TV	12
1440	Ninja Mono	Adventure, Comedy, Shounen, Supernatural	OVA	2
619	Ninja Ryuukenden	Adventure, Demons, Drama, Sci-Fi, Shounen, Supernatural, Thriller	OVA	1
912	Ninku	Adventure, Shounen	TV	55
1199	Nintama Rantarou	Comedy, Shounen	TV	Unknown
942	Nishi no Yoki Majo: Astraea Testament	Comedy, Drama, Fantasy, Mystery, Romance	TV	13
1203	Nitaboh	Historical, Music	Movie	1
1698	Nodame Cantabile	Comedy, Drama, Josei, Music, Romance, Slice of Life	TV	23
584	Noein: Mou Hitori no Kimi e	Adventure, Drama, Sci-Fi, Slice of Life	TV	24
272	Noir	Action, Drama, Mystery	TV	26
616	Nurse Angel Ririka SOS	Drama, Fantasy, Magic, Shoujo	TV	35
615	Nurse Witch Komugi-chan Magikarte	Comedy, Magic, Parody	OVA	5
920	Nurse Witch Komugi-chan Magikarte Special	Comedy, Magic, Parody	Special	1
921	Nurse Witch Komugi-chan Magikarte Z	Comedy, Magic, Parody	OVA	2
1547	Obake no Q-tarou	Comedy, School, Slice of Life, Supernatural	TV	96
1212	Oban Star-Racers	Adventure, Mecha, Sci-Fi, Shounen	TV	26
1287	Odin: Koushi Hansen Starlight	Action, Adventure, Drama, Sci-Fi	Movie	1
1769	Oh! Super Milk-chan	Action, Comedy, Parody, Sci-Fi	TV	12
1867	Oira Uchuu no Tankoufu	Action, Adventure, Sci-Fi, Shounen, Space	OVA	2
1093	Oishinbo	Comedy, Seinen, Slice of Life	TV	136
350	Ojamajo Doremi	Comedy, Magic	TV	51
353	Ojamajo Doremi Dokkaan!	Comedy, Magic, Shoujo	TV	51
1376	Ojamajo Doremi Na-i-sho	Comedy, Fantasy, Magic, Shoujo	OVA	13
351	Ojamajo Doremi Sharp	Comedy, Magic, Shoujo	TV	49
470	Okusama wa Joshikousei (TV)	Comedy, Drama, Romance, Slice of Life	TV	13
614	Okusama wa Mahou Shoujo	Magic, Romance	TV	13
1300	Omishi Mahou Gekijou: Risky/Safety	Comedy, Shoujo	TV	24
1029	Omoide Poroporo	Drama, Romance, Slice of Life	Movie	1
1047	On Your Mark	Drama, Music, Sci-Fi	Music	1
21	One Piece	Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power	TV	Unknown
459	One Piece Movie 1	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Movie	1
460	One Piece Movie 2: Nejimaki-jima no Daibouken	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Movie	1
461	One Piece Movie 3: Chinjuu-jima no Chopper Oukoku	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Movie	1
462	One Piece Movie 4: Dead End no Bouken	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Movie	1
463	One Piece Movie 5: Norowareta Seiken	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Movie	1
464	One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima	Adventure, Comedy, Fantasy, Shounen	Movie	1
465	One Piece Movie 7: Karakuri-jou no Mecha Kyohei	Adventure, Comedy, Fantasy, Shounen	Movie	1
1238	One Piece: Mamore! Saigo no Dai Butai	Adventure, Comedy, Fantasy, Shounen	Special	1
1237	One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Special	1
466	One Piece: Taose! Kaizoku Ganzack	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	OVA	1
1094	One Piece: Umi no Heso no Daibouken-hen	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Special	1
1328	One Pound Gospel	Comedy, Romance, Seinen, Sports	OVA	1
675	One: Kagayaku Kisetsu e	Drama, Supernatural	OVA	4
1113	One: Kagayaku Kisetsu e - True Stories	Hentai	OVA	3
195	Onegai☆Teacher	Comedy, Drama, Romance, School, Sci-Fi	TV	12
443	Onegai☆Teacher: Himitsu na Futari	Comedy, Ecchi, Romance, Sci-Fi	OVA	1
196	Onegai☆Twins	Comedy, Drama, Harem, School, Sci-Fi	TV	12
524	Onegai☆Twins: Natsu wa Owaranai	Comedy, Drama, Romance	OVA	1
795	Oniisama e...	Drama, School, Shoujo, Shoujo Ai	TV	39
1978	Onkyo Seimeitai Noiseman	Action, Fantasy, Sci-Fi	Movie	1
613	Onmyou Taisenki	Adventure, Fantasy, Shounen, Supernatural	TV	52
1060	Oruchuban Ebichu	Comedy, Ecchi, Seinen	TV	24
752	Osakana wa Ami no Naka	Drama, Shounen Ai	OVA	1
1982	Osu	Slice of Life	Movie	1
785	Otaku no Video	Comedy, Drama, Historical, Magic, Mecha, Sci-Fi	OVA	2
607	Otogi Juushi Akazukin	Adventure, Comedy, Fantasy	TV	39
402	Otogi Juushi Akazukin OVA	Adventure, Comedy, Fantasy, Magic	OVA	1
682	Otogi Story Tenshi no Shippo	Comedy, Fantasy, Harem, Magic, Romance	TV	12
683	Otogi Story Tenshi no Shippo Specials	Comedy, Fantasy, Magic, Romance	OVA	2
525	Otogizoushi	Adventure, Drama, Fantasy, Historical	TV	26
1569	Otome wa Boku ni Koishiteru	Comedy, Drama, Romance, School	TV	12
107	Ou Dorobou Jing	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	TV	13
108	Ou Dorobou Jing in Seventh Heaven	Adventure, Comedy, Fantasy, Psychological, Shounen	OVA	3
853	Ouran Koukou Host Club	Comedy, Harem, Romance, School, Shoujo	TV	26
1034	Ouritsu Uchuugun: Honneamise no Tsubasa	Action, Drama, Military, Sci-Fi, Space	Movie	1
1940	Outlanders	Adventure, Comedy, Ecchi, Sci-Fi, Shounen	OVA	1
1792	Overman King Gainer	Action, Adventure, Mecha, Sci-Fi, Shounen	TV	26
770	Pale Cocoon	Drama, Sci-Fi	OVA	1
1141	Palme no Ki	Adventure, Drama, Fantasy, Romance	Movie	1
490	Paniponi Dash!	Comedy, Parody, School	TV	26
1597	Panyo Panyo Di Gi Charat	Comedy	TV	48
746	Papa to Kiss in the Dark	Comedy, Drama, Romance, Yaoi	OVA	2
1943	Paprika	Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller	Movie	1
1390	Parade Parade	Hentai, Music, Yuri	OVA	2
322	Paradise Kiss	Comedy, Drama, Josei, Romance, Slice of Life	TV	12
1350	Parasite Dolls	Action, Mecha, Police, Sci-Fi	OVA	3
1035	Patalliro Saiyuuki!	Adventure, Comedy, Fantasy, Shoujo, Shounen Ai	TV	26
708	Patapata Hikousen no Bouken	Adventure, Sci-Fi	TV	26
161	Peace Maker Kurogane	Action, Comedy, Historical, Samurai, Shounen	TV	24
325	Peach Girl	Drama, Romance, Shoujo, Slice of Life	TV	25
437	Perfect Blue	Dementia, Drama, Horror, Psychological	Movie	1
1638	Peter Pan no Bouken	Adventure, Fantasy	TV	41
612	PetoPeto-san	Comedy, Fantasy, Romance, School	TV	13
326	Petshop of Horrors	Horror, Josei, Mystery, Supernatural	TV	4
438	Phantom The Animation	Action, Drama, Shounen	OVA	3
1944	Photon	Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi	OVA	6
213	Pia Carrot e Youkoso!!	Comedy, Hentai, Romance	OVA	3
214	Pia Carrot e Youkoso!! 2	Comedy, Hentai, Romance	OVA	3
215	Pia Carrot e Youkoso!! 2 DX	Comedy, Romance	OVA	6
216	Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari	Comedy, Romance	Movie	1
328	Piano	Drama, Music, Romance, Shoujo, Slice of Life	TV	10
162	Pita Ten	Comedy, Fantasy, Kids, Romance, School, Shounen	TV	26
1748	Piyoko ni Omakase pyo!	Comedy, Sci-Fi, Shounen	OVA	8
329	Planetes	Drama, Romance, Sci-Fi, Seinen, Space	TV	26
611	Platonic Chain	Sci-Fi, Slice of Life	TV	24
1873	Plawres Sanshirou	Adventure, Mecha, School, Sci-Fi, Shounen, Sports	TV	37
527	Pokemon	Action, Adventure, Comedy, Fantasy, Kids	TV	276
1564	Pokemon Advanced Generation	Action, Adventure, Comedy, Fantasy, Kids	TV	192
1526	Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario	Action, Adventure, Drama, Fantasy, Kids	Movie	1
1121	Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi	Adventure, Comedy, Drama, Fantasy, Kids	Movie	1
1122	Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys	Action, Adventure, Comedy, Fantasy, Kids, Sci-Fi	Movie	1
1525	Pokemon Crystal: Raikou Ikazuchi no Densetsu	Action, Adventure, Comedy, Fantasy, Kids	Special	1
